,Economic,Capacity,Morality,Fairness,"Legality,",Policy,Crime,Security,Health,Quality,Cultural,Public,Political,External,Other
11,0.6399210691452026,0.6985040307044983,0.3665928244590759,0.27330657839775085,0.23273618519306183,0.5995708703994751,0.13351239264011383,0.618129551410675,0.48468539118766785,0.6365832686424255,0.28375107049942017,0.9936050772666931,0.9351208209991455,0.1489553153514862,0.19743961095809937
12,0.6970664858818054,0.5113003253936768,0.035951223224401474,0.1462623029947281,0.0349327027797699,0.2877286374568939,0.06494823843240738,0.6485536694526672,0.21216116845607758,0.4588727056980133,0.06994595378637314,0.4273477792739868,0.25001826882362366,0.036305781453847885,0.09917224198579788
13,0.7315691709518433,0.5835011601448059,0.7044305205345154,0.3122011125087738,0.3113808333873749,0.2888660132884979,0.39287880063056946,0.5569425225257874,0.19995559751987457,0.5383631587028503,0.496241956949234,0.9010297656059265,0.8669754266738892,0.025807462632656097,0.408113569021225
14,0.2590080499649048,0.48134317994117737,0.07579260319471359,0.02877959795296192,0.027850061655044556,0.05504877120256424,0.1976708322763443,0.3444737195968628,0.059348151087760925,0.3974578380584717,0.1382884383201599,0.7227635979652405,0.779441237449646,0.029484858736395836,0.13382679224014282
15,0.17355042695999146,0.23711761832237244,0.04671914875507355,0.04208273068070412,0.03604140132665634,0.08476890623569489,0.12147447466850281,0.39633694291114807,0.08797689527273178,0.42257362604141235,0.10640173405408859,0.39571234583854675,0.3152250647544861,0.032609738409519196,0.01760299876332283
16,0.13544398546218872,0.31243231892585754,0.7369751930236816,0.08230730891227722,0.023378511890769005,0.07876845449209213,0.2430141121149063,0.508474588394165,0.14331313967704773,0.43021297454833984,0.11236691474914551,0.38498643040657043,0.19421666860580444,0.03745678812265396,0.03592615947127342
17,0.37928473949432373,0.4079829752445221,0.2310556173324585,0.23205503821372986,0.20468778908252716,0.45271891355514526,0.4815222918987274,0.6531155109405518,0.3856486678123474,0.6685299873352051,0.24942559003829956,0.6615192294120789,0.7980343103408813,0.04164529964327812,0.1358015090227127
18,0.12858399748802185,0.277832955121994,0.05599735304713249,0.04526836797595024,0.020701635628938675,0.06909696757793427,0.5347888469696045,0.3827795386314392,0.06781557947397232,0.4019286036491394,0.15593595802783966,0.2695075273513794,0.1992429494857788,0.029184382408857346,0.040448907762765884
19,0.5851277112960815,0.7439606785774231,0.7630382180213928,0.46032950282096863,0.6830077171325684,0.5287382006645203,0.8703910112380981,0.7602858543395996,0.873585045337677,0.5512974262237549,0.39506790041923523,0.6642449498176575,0.7262707352638245,0.015820691362023354,0.1366821676492691
20,0.6433809995651245,0.601408839225769,0.6150708794593811,0.49645471572875977,0.4177456498146057,0.7492640614509583,0.4172203242778778,0.6169474720954895,0.190696120262146,0.5361992716789246,0.48373499512672424,0.5855438113212585,0.7463399767875671,0.08355818688869476,0.0863424763083458
21,0.7276594042778015,0.21090511977672577,0.3444387912750244,0.17503757774829865,0.12038204818964005,0.19193235039710999,0.10339874774217606,0.5723025798797607,0.17397962510585785,0.29290738701820374,0.3604333996772766,0.7904680371284485,0.10017559677362442,0.04086272045969963,0.33048614859580994
22,0.3330654799938202,0.1215074360370636,0.04368998482823372,0.06271807849407196,0.01347452960908413,0.09223483502864838,0.07494573295116425,0.5460705757141113,0.2885493338108063,0.23393942415714264,0.03128251060843468,0.4618179500102997,0.16953672468662262,0.008920440450310707,0.09949000179767609
23,0.0587908998131752,0.1584073007106781,0.014865661971271038,0.008731955662369728,0.006310435943305492,0.050468217581510544,0.0036443339195102453,0.17018021643161774,0.06050476059317589,0.04157835617661476,0.11891020089387894,0.6314578652381897,0.04819948598742485,0.004185082856565714,0.15492351353168488
24,0.13646554946899414,0.4196937382221222,0.0526767335832119,0.23904496431350708,0.09675897657871246,0.26598694920539856,0.09001347422599792,0.40027496218681335,0.35399362444877625,0.40818074345588684,0.3072281777858734,0.9492244720458984,0.9220482110977173,0.00030542523018084466,0.0721922293305397
25,0.03309714049100876,0.1009923443198204,0.01023085042834282,0.15123715996742249,0.9667580723762512,0.17211249470710754,0.2091333419084549,0.557972252368927,0.12790735065937042,0.35588106513023376,0.02610151842236519,0.011345517821609974,0.01191891822963953,0.012991595081984997,0.1395615190267563
26,0.3938751816749573,0.5207375884056091,0.5515275001525879,0.21056878566741943,0.8369749188423157,0.5413501858711243,0.5254286527633667,0.6693630218505859,0.5038834810256958,0.3892069160938263,0.18439576029777527,0.22122618556022644,0.3753575086593628,0.05003906786441803,0.08840008825063705
27,0.8932517766952515,0.6728640198707581,0.2725154757499695,0.4286068081855774,0.8490118384361267,0.6209126114845276,0.5912957787513733,0.6147921681404114,0.21680930256843567,0.4467445909976959,0.19763311743736267,0.7688298225402832,0.9558941721916199,0.09819067269563675,0.16943144798278809
28,0.021046750247478485,0.2225799411535263,0.002138175070285797,0.00861705094575882,0.003710601245984435,0.435741126537323,0.01642964966595173,0.8493734002113342,0.0499722920358181,0.035055458545684814,0.01649145409464836,0.085453100502491,0.024934517219662666,0.007848984561860561,0.030585691332817078
29,0.8038966655731201,0.5962072014808655,0.03415170684456825,0.27966803312301636,0.7790020704269409,0.7226821184158325,0.7062630653381348,0.5895629525184631,0.22883015871047974,0.2687687873840332,0.053338684141635895,0.1456078588962555,0.21201126277446747,0.03215693682432175,0.06354578584432602
30,0.02220686711370945,0.1793992966413498,0.02832133322954178,0.17463701963424683,0.01499862875789404,0.05940132588148117,0.005257362499833107,0.09473326802253723,0.19081364572048187,0.0824245810508728,0.008223305456340313,0.013420038856565952,0.007069124840199947,0.002659739227965474,0.11448290944099426
31,0.5906730890274048,0.7139955163002014,0.1194753646850586,0.32185104489326477,0.03406438231468201,0.3226490914821625,0.06838402152061462,0.5397420525550842,0.6813803315162659,0.49365681409835815,0.1409422755241394,0.18695901334285736,0.12884515523910522,0.02108844369649887,0.11059369146823883
32,0.11109878867864609,0.5354078412055969,0.021533915773034096,0.026329457759857178,0.004276658874005079,0.08442100137472153,0.036294493824243546,0.31238287687301636,0.4851219654083252,0.06824888288974762,0.015948312357068062,0.0815846174955368,0.08284294605255127,0.0030540041625499725,0.007962508127093315
33,0.20800156891345978,0.17231005430221558,0.08284474164247513,0.18029262125492096,0.022332267835736275,0.06246468052268028,0.04466429352760315,0.275370329618454,0.5120375752449036,0.2035544216632843,0.08076884597539902,0.11041506379842758,0.05798901617527008,0.00026966878795064986,0.03149014338850975
34,0.47583380341529846,0.7005711197853088,0.36873963475227356,0.32266268134117126,0.2976827025413513,0.8775305151939392,0.9307922720909119,0.3561059534549713,0.4992150068283081,0.4663936495780945,0.05430499464273453,0.4326089322566986,0.29184019565582275,0.05191018059849739,0.09655434638261795
35,0.6186469197273254,0.41023677587509155,0.20717984437942505,0.3439878225326538,0.14762358367443085,0.3308049440383911,0.11553473770618439,0.6544597744941711,0.14245760440826416,0.3299369215965271,0.08073560893535614,0.08418004214763641,0.050647519528865814,0.02235882543027401,0.13672016561031342
36,0.19226253032684326,0.7503237724304199,0.0970061644911766,0.24762797355651855,0.03908460587263107,0.34347447752952576,0.22396935522556305,0.8871718645095825,0.5859614610671997,0.3264581561088562,0.13294380903244019,0.30359354615211487,0.13628613948822021,0.037614624947309494,0.09809815138578415
37,0.032924164086580276,0.6062825322151184,0.02295924909412861,0.05856633186340332,0.007649644743651152,0.09748158603906631,0.012280420400202274,0.8314580321311951,0.376232385635376,0.12205102294683456,0.04462767764925957,0.06813834607601166,0.06556767970323563,0.026152709499001503,0.07718902826309204
38,0.5057250261306763,0.8350157141685486,0.1826348900794983,0.26613134145736694,0.5620198845863342,0.9249392747879028,0.6372907757759094,0.9537761807441711,0.06528674066066742,0.4335303008556366,0.16988618671894073,0.21006141602993011,0.2788994312286377,0.16811007261276245,0.1210838034749031
39,0.5514111518859863,0.6603333950042725,0.14168702065944672,0.1887739896774292,0.036278270184993744,0.655337929725647,0.15715648233890533,0.8126961588859558,0.35810405015945435,0.30674824118614197,0.07016865164041519,0.20859496295452118,0.21903635561466217,0.16756369173526764,0.11252819001674652
40,0.12439847737550735,0.19733449816703796,0.18487253785133362,0.08147832006216049,0.5489681363105774,0.27585768699645996,0.2785966992378235,0.5887002944946289,0.13997671008110046,0.1059911921620369,0.08406274765729904,0.16419488191604614,0.28018853068351746,0.017464125528931618,0.05698404461145401
41,0.6713475584983826,0.746998131275177,0.3794724941253662,0.4179479777812958,0.8187377452850342,0.6662576794624329,0.7048464417457581,0.8189730048179626,0.5782381296157837,0.5331252813339233,0.2351115196943283,0.65487140417099,0.5708756446838379,0.06098713353276253,0.11164861917495728
42,0.43046632409095764,0.6724342703819275,0.05394584685564041,0.14889241755008698,0.04882056266069412,0.6212546825408936,0.0074654994532465935,0.2661478817462921,0.05573549494147301,0.2350747436285019,0.10485240817070007,0.03176717832684517,0.02831106446683407,0.002801033668220043,0.053076453506946564
43,0.2763184607028961,0.521892249584198,0.09546172618865967,0.07884117215871811,0.01605679653584957,0.5873724818229675,0.0022020437754690647,0.3515845239162445,0.07562246173620224,0.14601360261440277,0.29086604714393616,0.6538851857185364,0.42881879210472107,0.012138579972088337,0.11065991222858429
44,0.035518281161785126,0.6205464601516724,0.07018580287694931,0.08206123858690262,0.029073044657707214,0.5786921977996826,0.14097487926483154,0.31085363030433655,0.6393218040466309,0.3518064022064209,0.27913036942481995,0.6063657402992249,0.45120787620544434,0.037321195006370544,0.045921191573143005
45,0.36339396238327026,0.405195027589798,0.07522270083427429,0.12097766995429993,0.011186180636286736,0.06197960674762726,0.005117313005030155,0.5855123400688171,0.04411014914512634,0.34672680497169495,0.07354613393545151,0.07321016490459442,0.07198584824800491,0.03752892464399338,0.05394915118813515
46,0.5582009553909302,0.8056851625442505,0.17128051817417145,0.3935055136680603,0.3013748228549957,0.633510172367096,0.1907481998205185,0.6057367324829102,0.5968107581138611,0.6654012203216553,0.2096017599105835,0.5920380353927612,0.5676984190940857,0.027506152167916298,0.05276889726519585
47,0.6861607432365417,0.6638600826263428,0.2721298038959503,0.4500284790992737,0.34574511647224426,0.4567700922489166,0.5179969072341919,0.4674983322620392,0.16894569993019104,0.8912175297737122,0.24820668995380402,0.600984513759613,0.5032281279563904,0.09867329895496368,0.04485148563981056
48,0.277984619140625,0.3253364861011505,0.06455568969249725,0.0506897047162056,0.0075593371875584126,0.07819563895463943,0.14832517504692078,0.5620346665382385,0.24184724688529968,0.4390718638896942,0.031358033418655396,0.11751632392406464,0.1571563333272934,0.0066826194524765015,0.11345013976097107
49,0.6408012509346008,0.6309576630592346,0.15614822506904602,0.32778313755989075,0.3545433580875397,0.8328749537467957,0.2512095868587494,0.501811146736145,0.31765812635421753,0.41975218057632446,0.2005225270986557,0.2370644360780716,0.4212024211883545,0.04486270993947983,0.07824219018220901
50,0.7110142707824707,0.5859541893005371,0.18675276637077332,0.2739582657814026,0.06444551795721054,0.39123597741127014,0.13175997138023376,0.5549597144126892,0.1790505349636078,0.48467862606048584,0.05439791828393936,0.11063641309738159,0.0324576199054718,0.009620070457458496,0.14780087769031525
51,0.21089328825473785,0.7529738545417786,0.17714613676071167,0.30832573771476746,0.055206600576639175,0.5006507039070129,0.24071864783763885,0.7870383262634277,0.5257149934768677,0.45355042815208435,0.0695662721991539,0.1543445587158203,0.024931270629167557,0.037480466067790985,0.06895552575588226
52,0.10244676470756531,0.07064993679523468,0.060527898371219635,0.0439385250210762,0.014151413924992085,0.1825203150510788,0.03210876137018204,0.08006510883569717,0.04676961153745651,0.05857919156551361,0.039623893797397614,0.10060945898294449,0.03344779089093208,0.006833435036242008,0.014811018481850624
53,0.5542582869529724,0.7050217986106873,0.7424485683441162,0.5300599932670593,0.4713493287563324,0.49350443482398987,0.8468582630157471,0.7637243866920471,0.9183039665222168,0.7762839198112488,0.7896296381950378,0.8185216188430786,0.6760039329528809,0.08837638795375824,0.1483691930770874
54,0.3313227891921997,0.7280898690223694,0.05495338514447212,0.23588800430297852,0.03349674493074417,0.40641582012176514,0.15610790252685547,0.5808640122413635,0.5894079208374023,0.2754105031490326,0.061683718115091324,0.17761027812957764,0.05899808555841446,0.029752369970083237,0.03719503805041313
55,0.4138471782207489,0.7462857365608215,0.11202169209718704,0.38774093985557556,0.07062866538763046,0.6419646739959717,0.38135233521461487,0.8612478375434875,0.7845842242240906,0.39119771122932434,0.14455850422382355,0.4527387022972107,0.1418207585811615,0.03270268067717552,0.07485207915306091
56,0.22708654403686523,0.3527809977531433,0.3253227174282074,0.12719404697418213,0.040682993829250336,0.16892856359481812,0.2126733660697937,0.6949522495269775,0.7313249111175537,0.4514583349227905,0.10236353427171707,0.3570859730243683,0.11271744221448898,0.03990993648767471,0.07444530725479126
57,0.6316156983375549,0.5480342507362366,0.25116685032844543,0.23815639317035675,0.30514922738075256,0.8627726435661316,0.4589685797691345,0.39233991503715515,0.5350212454795837,0.36788874864578247,0.13155901432037354,0.34456562995910645,0.1950298398733139,0.011508260853588581,0.1857026070356369
58,0.6181110739707947,0.7204703092575073,0.29468482732772827,0.28551873564720154,0.23021072149276733,0.9017911553382874,0.28621432185173035,0.6738322377204895,0.5501726865768433,0.4626084268093109,0.3688199520111084,0.37242260575294495,0.4363359212875366,0.08292508870363235,0.07474957406520844
59,0.3346160650253296,0.26204490661621094,0.0729462131857872,0.0914815291762352,0.048086632043123245,0.592054545879364,0.06733103841543198,0.47286224365234375,0.4652526080608368,0.1253565400838852,0.03038077801465988,0.047584209591150284,0.08816992491483688,0.016947388648986816,0.05261250585317612
60,0.7574781179428101,0.7715362906455994,0.660149335861206,0.6907768845558167,0.553315281867981,0.6581320762634277,0.5018575191497803,0.610894501209259,0.5119754672050476,0.6099435091018677,0.5012341737747192,0.7533508539199829,0.5113134384155273,0.14979955554008484,0.027863675728440285
